No. de clase,Fecha de inicio del módulo,salon,Fecha de fin del módulo,Hora de inicio,Hora de fin,Lu,Ma,Mi,Ju,Vi,Sa
1139,10/01/2023,R 11,16/05/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1157,12/01/2023,R 03,11/05/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1141,10/01/2023,R 02,31/01/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1141,25/04/2023,R 02,16/05/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1141,18/04/2023,R 02,18/04/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1141,14/02/2023,R 04,28/03/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1158,14/01/2023,R 03,13/05/2023,9:00:00,12:00:00,N,N,N,N,N,Y
1559,28/03/2023,V_LAB_COM1,13/06/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1483,18/01/2023,V_LAB_COM2,22/03/2023,19:00:00,22:00:00,N,N,Y,N,N,N
1433,16/01/2023,NR 02,27/03/2023,19:00:00,22:00:00,Y,N,N,N,N,N
1433,21/03/2023,NR 02,27/03/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1549,25/03/2023,C 01,03/06/2023,8:00:00,11:00:00,N,N,N,N,N,Y
1554,28/03/2023,R_31,13/06/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1427,14/01/2023,P 03,18/03/2023,11:00:00,14:00:00,N,N,N,N,N,Y
1492,18/01/2023,V_LAB_COM1,22/03/2023,19:00:00,22:00:00,N,N,Y,N,N,N
1430,21/03/2023,R_31,21/03/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1430,16/01/2023,R_31,27/03/2023,19:00:00,22:00:00,Y,N,N,N,N,N
1519,20/01/2023,,24/03/2023,19:00:00,22:00:00,N,N,N,N,Y,N
1527,20/01/2023,,10/03/2023,19:00:00,22:00:00,N,N,N,N,Y,N
1620,31/03/2023,CDC_C,02/06/2023,19:00:00,22:00:00,N,N,N,N,Y,N
1525,20/01/2023,,10/03/2023,19:00:00,22:00:00,N,N,N,N,Y,N
1612,30/03/2023,V_LAB_COM2,01/06/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1507,19/01/2023,V_LAB_COM1,09/03/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1617,31/03/2023,V_LAB_COM1,02/06/2023,19:00:00,22:00:00,N,N,N,N,Y,N
1588,29/03/2023,CDC_B,07/06/2023,19:00:00,20:00:00,N,N,Y,N,N,N
1565,28/03/2023,CDC_B,13/06/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1489,18/01/2023,CDC_B,22/03/2023,19:00:00,22:00:00,N,N,Y,N,N,N
1441,16/01/2023,V_LAB_COM2,27/03/2023,19:00:00,22:00:00,Y,N,N,N,N,N
1441,21/03/2023,V_LAB_COM2,27/03/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1437,21/03/2023,NR 01,27/03/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1437,16/01/2023,NR 01,27/03/2023,19:00:00,22:00:00,Y,N,N,N,N,N
1567,28/03/2023,NR 01,13/06/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1480,18/01/2023,NR 02,22/03/2023,19:00:00,22:00:00,N,N,Y,N,N,N
1484,18/01/2023,V_LAB_ADIG,22/03/2023,19:00:00,22:00:00,N,N,Y,N,N,N
1560,28/03/2023,V_LAB_ADIG,13/06/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1438,16/01/2023,V_LAB_ADIG,27/03/2023,19:00:00,22:00:00,Y,N,N,N,N,N
1438,21/03/2023,V_LAB_ADIG,27/03/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1564,28/03/2023,CDC_B,13/06/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1488,18/01/2023,CDC_B,22/03/2023,19:00:00,22:00:00,N,N,Y,N,N,N
1440,16/01/2023,V_LAB_COM2,27/03/2023,19:00:00,22:00:00,Y,N,N,N,N,N
1440,21/03/2023,V_LAB_COM2,27/03/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1408,14/01/2023,C 01,18/03/2023,11:00:00,14:00:00,N,N,N,N,N,Y
1410,14/01/2023,C 02,18/03/2023,11:00:00,14:00:00,N,N,N,N,N,Y
1487,18/01/2023,NR 01,22/03/2023,19:00:00,22:00:00,N,N,Y,N,N,N
1544,25/03/2023,C 02,03/06/2023,8:00:00,11:00:00,N,N,N,N,N,Y
1546,25/03/2023,P 03,03/06/2023,8:00:00,11:00:00,N,N,N,N,N,Y
1552,28/03/2023,V_LAB_COM2,13/06/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1435,21/03/2023,V_LAB_COM1,27/03/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1435,16/01/2023,V_LAB_COM1,27/03/2023,19:00:00,22:00:00,Y,N,N,N,N,N
1521,20/01/2023,CDC_A,24/03/2023,19:00:00,22:00:00,N,N,N,N,Y,N
1523,20/01/2023,CDC_B,24/03/2023,19:00:00,22:00:00,N,N,N,N,Y,N
1558,28/03/2023,V_LAB_COM1,13/06/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1482,18/01/2023,V_LAB_COM2,22/03/2023,19:00:00,22:00:00,N,N,Y,N,N,N
1432,16/01/2023,NR 02,27/03/2023,19:00:00,22:00:00,Y,N,N,N,N,N
1432,21/03/2023,NR 02,27/03/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1550,25/03/2023,C 01,03/06/2023,8:00:00,11:00:00,N,N,N,N,N,Y
1555,28/03/2023,R_31,13/06/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1426,14/01/2023,P 03,18/03/2023,11:00:00,14:00:00,N,N,N,N,N,Y
1491,18/01/2023,V_LAB_COM1,22/03/2023,19:00:00,22:00:00,N,N,Y,N,N,N
1429,21/03/2023,R_31,21/03/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1429,16/01/2023,R_31,27/03/2023,19:00:00,22:00:00,Y,N,N,N,N,N
1518,20/01/2023,,24/03/2023,19:00:00,22:00:00,N,N,N,N,Y,N
1528,20/01/2023,,10/03/2023,19:00:00,22:00:00,N,N,N,N,Y,N
1621,31/03/2023,CDC_C,02/06/2023,19:00:00,22:00:00,N,N,N,N,Y,N
1524,20/01/2023,,10/03/2023,19:00:00,22:00:00,N,N,N,N,Y,N
1613,30/03/2023,V_LAB_COM2,01/06/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1508,19/01/2023,V_LAB_COM1,09/03/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1618,31/03/2023,V_LAB_COM1,02/06/2023,19:00:00,22:00:00,N,N,N,N,Y,N
1590,29/03/2023,,07/06/2023,19:00:00,22:00:00,N,Y,Y,N,N,N
1485,18/01/2023,V_LAB_ADIG,22/03/2023,19:00:00,22:00:00,N,N,Y,N,N,N
1561,28/03/2023,V_LAB_ADIG,13/06/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1439,21/03/2023,V_LAB_ADIG,27/03/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1439,16/01/2023,V_LAB_ADIG,27/03/2023,19:00:00,22:00:00,Y,N,N,N,N,N
1589,29/03/2023,,07/06/2023,19:00:00,22:00:00,N,N,Y,N,N,N
1572,29/03/2023,NR 01,07/06/2023,19:00:00,22:00:00,N,N,Y,N,N,N
1556,28/03/2023,V_LAB_COM1,13/06/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1481,18/01/2023,V_LAB_COM2,22/03/2023,19:00:00,22:00:00,N,N,Y,N,N,N
1431,21/03/2023,NR 02,27/03/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1431,16/01/2023,NR 02,27/03/2023,19:00:00,22:00:00,Y,N,N,N,N,N
1569,29/03/2023,V_LAB_COM1,07/06/2023,19:00:00,22:00:00,N,N,Y,N,N,N
1616,31/03/2023,V_LAB_COM2,02/06/2023,19:00:00,22:00:00,N,N,N,N,Y,N
1571,29/03/2023,NR 01,07/06/2023,19:00:00,22:00:00,N,N,Y,N,N,N
1407,14/01/2023,C 01,18/03/2023,11:00:00,14:00:00,N,N,N,N,N,Y
1409,14/01/2023,C 02,18/03/2023,11:00:00,14:00:00,N,N,N,N,N,Y
1486,18/01/2023,NR 01,22/03/2023,19:00:00,22:00:00,N,N,Y,N,N,N
1543,25/03/2023,C 02,03/06/2023,8:00:00,11:00:00,N,N,N,N,N,Y
1545,25/03/2023,P 03,03/06/2023,8:00:00,11:00:00,N,N,N,N,N,Y
1551,28/03/2023,V_LAB_COM2,13/06/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1434,21/03/2023,V_LAB_COM1,27/03/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1434,16/01/2023,V_LAB_COM1,27/03/2023,19:00:00,22:00:00,Y,N,N,N,N,N
1520,20/01/2023,CDC_A,24/03/2023,19:00:00,22:00:00,N,N,N,N,Y,N
1522,20/01/2023,CDC_B,24/03/2023,19:00:00,22:00:00,N,N,N,N,Y,N
1604,30/03/2023,NR 01,01/06/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1600,30/03/2023,NR 01,01/06/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1601,30/03/2023,NR 01,01/06/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1602,30/03/2023,NR 01,01/06/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1603,30/03/2023,NR 01,01/06/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1454,17/01/2023,NR 01,07/03/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1456,17/01/2023,NR 01,07/03/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1457,17/01/2023,NR 01,07/03/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1458,17/01/2023,NR 01,07/03/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1459,17/01/2023,NR 01,07/03/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1624,31/03/2023,,02/06/2023,19:00:00,22:00:00,N,N,N,N,Y,N
1626,31/03/2023,,02/06/2023,19:00:00,22:00:00,N,N,N,N,Y,N
1627,31/03/2023,,02/06/2023,19:00:00,22:00:00,N,N,N,N,Y,N
1623,31/03/2023,,02/06/2023,19:00:00,22:00:00,N,N,N,N,Y,N
1628,31/03/2023,,02/06/2023,19:00:00,22:00:00,N,N,N,N,Y,N
1494,19/01/2023,NR 02,09/03/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1496,19/01/2023,NR 02,09/03/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1497,19/01/2023,NR 02,09/03/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1498,19/01/2023,NR 02,09/03/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1499,19/01/2023,NR 02,09/03/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1592,30/03/2023,NR 02,01/06/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1594,30/03/2023,NR 02,01/06/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1595,30/03/2023,NR 02,01/06/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1596,30/03/2023,NR 02,01/06/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1597,30/03/2023,NR 02,01/06/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1510,19/01/2023,P 03,09/03/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1512,19/01/2023,P 03,09/03/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1513,19/01/2023,P 03,09/03/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1514,19/01/2023,P 03,09/03/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1515,19/01/2023,P 03,09/03/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1605,30/03/2023,P 03,01/06/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1607,30/03/2023,P 03,01/06/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1608,30/03/2023,P 03,01/06/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1609,30/03/2023,P 03,01/06/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1610,30/03/2023,P 03,01/06/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1418,14/01/2023,C 01,04/03/2023,8:00:00,11:00:00,N,N,N,N,N,Y
1420,14/01/2023,C 01,04/03/2023,8:00:00,11:00:00,N,N,N,N,N,Y
1421,14/01/2023,C 01,04/03/2023,8:00:00,11:00:00,N,N,N,N,N,Y
1422,14/01/2023,C 01,04/03/2023,8:00:00,11:00:00,N,N,N,N,N,Y
1423,14/01/2023,C 01,04/03/2023,8:00:00,11:00:00,N,N,N,N,N,Y
1401,14/01/2023,V_LAB_COM1,04/03/2023,NULL,NULL,N,N,N,N,N,N
1403,14/01/2023,V_LAB_COM1,04/03/2023,NULL,NULL,N,N,N,N,N,N
1404,14/01/2023,V_LAB_COM1,04/03/2023,NULL,NULL,N,N,N,N,N,N
1405,14/01/2023,V_LAB_COM1,04/03/2023,NULL,NULL,N,N,N,N,N,N
1406,14/01/2023,V_LAB_COM1,04/03/2023,NULL,NULL,N,N,N,N,N,N
1460,17/04/2023,V_LAB_COM1,12/06/2023,19:00:00,22:00:00,Y,N,N,N,N,N
1462,17/04/2023,V_LAB_COM1,12/06/2023,19:00:00,22:00:00,Y,N,N,N,N,N
1463,17/04/2023,V_LAB_COM1,12/06/2023,19:00:00,22:00:00,Y,N,N,N,N,N
1464,17/04/2023,V_LAB_COM1,12/06/2023,19:00:00,22:00:00,Y,N,N,N,N,N
1465,17/04/2023,V_LAB_COM1,12/06/2023,19:00:00,22:00:00,Y,N,N,N,N,N
1530,25/03/2023,V_LAB_COM1,20/05/2023,11:00:00,14:00:00,N,N,N,N,N,Y
1532,25/03/2023,V_LAB_COM1,20/05/2023,11:00:00,14:00:00,N,N,N,N,N,Y
1533,25/03/2023,V_LAB_COM1,20/05/2023,11:00:00,14:00:00,N,N,N,N,N,Y
1534,25/03/2023,V_LAB_COM1,20/05/2023,11:00:00,14:00:00,N,N,N,N,N,Y
1535,25/03/2023,V_LAB_COM1,20/05/2023,11:00:00,14:00:00,N,N,N,N,N,Y
1442,17/01/2023,V_LAB_COM2,07/03/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1444,17/01/2023,V_LAB_COM2,07/03/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1445,17/01/2023,V_LAB_COM2,07/03/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1446,17/01/2023,V_LAB_COM2,07/03/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1447,17/01/2023,V_LAB_COM2,07/03/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1466,17/04/2023,V_LAB_COM2,12/06/2023,19:00:00,22:00:00,Y,N,N,N,N,N
1468,17/04/2023,V_LAB_COM2,12/06/2023,19:00:00,22:00:00,Y,N,N,N,N,N
1469,17/04/2023,V_LAB_COM2,12/06/2023,19:00:00,22:00:00,Y,N,N,N,N,N
1470,17/04/2023,V_LAB_COM2,12/06/2023,19:00:00,22:00:00,Y,N,N,N,N,N
1471,17/04/2023,V_LAB_COM2,12/06/2023,19:00:00,22:00:00,Y,N,N,N,N,N
1448,17/01/2023,V_LAB_COM1,07/03/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1450,17/01/2023,V_LAB_COM1,07/03/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1451,17/01/2023,V_LAB_COM1,07/03/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1452,17/01/2023,V_LAB_COM1,07/03/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1453,17/01/2023,V_LAB_COM1,07/03/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1500,19/01/2023,NR 01,09/03/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1502,19/01/2023,NR 01,09/03/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1503,19/01/2023,NR 01,09/03/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1504,19/01/2023,NR 01,09/03/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1505,19/01/2023,NR 01,09/03/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1537,25/03/2023,C 01,20/05/2023,11:00:00,14:00:00,N,N,N,N,N,Y
1539,25/03/2023,C 01,20/05/2023,11:00:00,14:00:00,N,N,N,N,N,Y
1540,25/03/2023,C 01,20/05/2023,11:00:00,14:00:00,N,N,N,N,N,Y
1541,25/03/2023,C 01,20/05/2023,11:00:00,14:00:00,N,N,N,N,N,Y
1542,25/03/2023,C 01,20/05/2023,11:00:00,14:00:00,N,N,N,N,N,Y
1411,14/01/2023,C 02,04/03/2023,8:00:00,11:00:00,N,N,N,N,N,Y
1413,14/01/2023,C 02,04/03/2023,8:00:00,11:00:00,N,N,N,N,N,Y
1414,14/01/2023,C 02,04/03/2023,8:00:00,11:00:00,N,N,N,N,N,Y
1415,14/01/2023,C 02,04/03/2023,8:00:00,11:00:00,N,N,N,N,N,Y
1416,14/01/2023,C 02,04/03/2023,8:00:00,11:00:00,N,N,N,N,N,Y
1472,17/04/2023,NR 01,12/06/2023,19:00:00,22:00:00,Y,N,N,N,N,N
1474,17/04/2023,NR 01,12/06/2023,19:00:00,22:00:00,Y,N,N,N,N,N
1475,17/04/2023,NR 01,12/06/2023,19:00:00,22:00:00,Y,N,N,N,N,N
1477,17/04/2023,NR 01,12/06/2023,19:00:00,22:00:00,Y,N,N,N,N,N
1478,17/04/2023,NR 01,12/06/2023,19:00:00,22:00:00,Y,N,N,N,N,N
1615,31/03/2023,R 17,02/06/2023,19:00:00,22:00:00,N,N,N,N,Y,N
1568,29/03/2023,R_31,07/06/2023,19:00:00,22:00:00,N,N,Y,N,N,N
1570,29/03/2023,NR 01,07/06/2023,19:00:00,22:00:00,N,N,Y,N,N,N
1548,25/03/2023,C 01,03/06/2023,8:00:00,11:00:00,N,N,N,N,N,Y
1553,28/03/2023,R_31,13/06/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1425,14/01/2023,P 03,18/03/2023,11:00:00,14:00:00,N,N,N,N,N,Y
1490,18/01/2023,V_LAB_COM1,22/03/2023,19:00:00,22:00:00,N,N,Y,N,N,N
1428,21/03/2023,R_31,21/03/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1428,16/01/2023,R_31,27/03/2023,19:00:00,22:00:00,Y,N,N,N,N,N
1517,20/01/2023,,24/03/2023,19:00:00,22:00:00,N,N,N,N,Y,N
1143,27/03/2023,D 11,12/04/2023,17:30:00,19:30:00,Y,N,Y,N,N,N
1143,27/03/2023,D 11,12/04/2023,19:30:00,21:30:00,Y,N,Y,N,N,N
1143,17/04/2023,D 11,17/04/2023,19:30:00,21:30:00,Y,N,N,N,N,N
1143,17/04/2023,D 11,17/04/2023,17:30:00,19:30:00,Y,N,N,N,N,N
1142,01/03/2023,D 11,22/03/2023,17:30:00,19:30:00,N,N,Y,N,N,N
1142,06/03/2023,D 11,13/03/2023,19:30:00,21:30:00,Y,N,N,N,N,N
1142,06/03/2023,D 11,13/03/2023,17:30:00,19:30:00,Y,N,N,N,N,N
1142,01/03/2023,D 11,22/03/2023,19:30:00,21:30:00,N,N,Y,N,N,N
1138,13/02/2023,D 11,27/02/2023,19:30:00,21:30:00,Y,N,N,N,N,N
1138,08/02/2023,D 11,22/02/2023,17:30:00,19:30:00,N,N,Y,N,N,N
1138,13/02/2023,D 11,27/02/2023,17:30:00,19:30:00,Y,N,N,N,N,N
1138,08/02/2023,D 11,22/02/2023,19:30:00,21:30:00,N,N,Y,N,N,N
1135,16/01/2023,D 11,01/02/2023,19:30:00,21:30:00,Y,N,Y,N,N,N
1135,16/01/2023,D 11,01/02/2023,17:30:00,19:30:00,Y,N,Y,N,N,N
1135,16/01/2023,D 11,01/02/2023,17:30:00,19:30:00,Y,N,Y,N,N,N
1135,16/01/2023,D 11,01/02/2023,19:30:00,21:30:00,Y,N,Y,N,N,N
1135,16/01/2023,D 11,01/02/2023,19:30:00,21:30:00,Y,N,Y,N,N,N
1135,16/01/2023,D 11,01/02/2023,17:30:00,19:30:00,Y,N,Y,N,N,N
1135,16/01/2023,D 11,01/02/2023,19:30:00,21:30:00,Y,N,Y,N,N,N
1135,16/01/2023,D 11,01/02/2023,17:30:00,19:30:00,Y,N,Y,N,N,N
1135,16/01/2023,D 11,01/02/2023,19:30:00,21:30:00,Y,N,Y,N,N,N
1135,16/01/2023,D 11,01/02/2023,17:30:00,19:30:00,Y,N,Y,N,N,N
1111,24/04/2023,D 11,15/05/2023,19:30:00,21:30:00,Y,N,N,N,N,N
1111,24/04/2023,D 11,15/05/2023,17:30:00,19:30:00,Y,N,N,N,N,N
1111,19/04/2023,D 11,03/05/2023,17:30:00,19:30:00,N,N,Y,N,N,N
1111,19/04/2023,D 11,03/05/2023,19:30:00,21:30:00,N,N,Y,N,N,N
1111,24/04/2023,D 11,15/05/2023,17:30:00,19:30:00,Y,N,N,N,N,N
1111,19/04/2023,D 11,03/05/2023,17:30:00,19:30:00,N,N,Y,N,N,N
1111,19/04/2023,D 11,03/05/2023,19:30:00,21:30:00,N,N,Y,N,N,N
1111,24/04/2023,D 11,15/05/2023,19:30:00,21:30:00,Y,N,N,N,N,N
1110,17/05/2023,D 11,31/05/2023,17:30:00,19:30:00,N,N,Y,N,N,N
1110,22/05/2023,D 11,05/06/2023,19:30:00,21:30:00,Y,N,N,N,N,N
1110,22/05/2023,D 11,05/06/2023,17:30:00,19:30:00,Y,N,N,N,N,N
1110,17/05/2023,D 11,31/05/2023,19:30:00,21:30:00,N,N,Y,N,N,N
1295,01/03/2023,D 06,26/05/2023,16:00:00,18:00:00,N,N,Y,N,N,N
1346,01/05/2023,D 06,26/05/2023,18:00:00,20:30:00,N,N,Y,N,N,N
1346,01/03/2023,D 06,28/04/2023,18:00:00,20:00:00,N,N,Y,N,N,N
1295,01/03/2023,D 06,26/05/2023,16:00:00,18:00:00,N,N,Y,N,N,N
1346,01/05/2023,D 06,26/05/2023,18:00:00,20:30:00,N,N,Y,N,N,N
1346,01/03/2023,D 06,28/04/2023,18:00:00,20:00:00,N,N,Y,N,N,N
1295,16/01/2023,D 06,24/02/2023,16:00:00,18:00:00,N,N,Y,N,N,N
1346,16/01/2023,D 06,22/02/2023,18:00:00,20:00:00,N,N,Y,N,N,N
1295,16/01/2023,D 06,24/02/2023,16:00:00,18:00:00,N,N,Y,N,N,N
1295,01/03/2023,D 06,26/05/2023,16:00:00,18:00:00,N,N,Y,N,N,N
1346,01/05/2023,D 06,26/05/2023,18:00:00,20:30:00,N,N,Y,N,N,N
1346,01/03/2023,D 06,28/04/2023,18:00:00,20:00:00,N,N,Y,N,N,N
1346,16/01/2023,D 06,22/02/2023,18:00:00,20:00:00,N,N,Y,N,N,N
1294,16/01/2023,D 06,26/05/2023,16:00:00,18:00:00,N,Y,N,N,N,N
1339,01/05/2023,D 06,26/05/2023,18:00:00,20:30:00,N,Y,N,N,N,N
1339,16/01/2023,D 06,28/04/2023,18:00:00,20:00:00,N,Y,N,N,N,N
1320,16/01/2023,,20/03/2023,8:00:00,9:00:00,Y,N,N,N,N,N
1347,16/01/2023,,26/05/2023,9:00:00,13:00:00,Y,N,N,N,N,N
1292,16/01/2023,D 06,26/05/2023,16:00:00,18:00:00,N,N,N,Y,N,N
1321,16/01/2023,D 06,28/04/2023,18:00:00,20:00:00,N,N,N,Y,N,N
1292,16/01/2023,D 06,26/05/2023,16:00:00,18:00:00,N,N,N,Y,N,N
1321,16/01/2023,D 06,28/04/2023,18:00:00,20:00:00,N,N,N,Y,N,N
1321,01/05/2023,D 06,26/05/2023,18:00:00,20:30:00,N,N,N,Y,N,N
1319,16/01/2023,,26/05/2023,15:00:00,18:00:00,Y,N,N,N,N,N
1319,16/01/2023,,26/05/2023,15:00:00,18:00:00,Y,N,N,N,N,N
1319,16/01/2023,,26/05/2023,15:00:00,18:00:00,Y,N,N,N,N,N
1297,17/04/2023,,26/05/2023,18:00:00,21:00:00,Y,N,N,N,N,N
1297,27/02/2023,,10/04/2023,18:00:00,21:00:00,Y,N,N,N,N,N
1297,27/02/2023,,10/04/2023,18:00:00,21:00:00,Y,N,N,N,N,N
1297,17/04/2023,,26/05/2023,18:00:00,21:00:00,Y,N,N,N,N,N
1297,16/01/2023,,20/02/2023,18:00:00,21:00:00,Y,N,N,N,N,N
1297,16/01/2023,,20/02/2023,18:00:00,21:00:00,Y,N,N,N,N,N
1041,13/01/2023,,11/02/2023,9:00:00,14:00:00,N,N,N,N,N,Y
1041,13/01/2023,,11/02/2023,17:00:00,22:00:00,N,N,N,N,Y,N
1040,13/01/2023,SF_6-1,11/02/2023,17:00:00,22:00:00,N,N,N,N,Y,N
1040,13/01/2023,SF_6-1,11/02/2023,9:00:00,14:00:00,N,N,N,N,N,Y
1307,12/05/2023,,24/06/2023,9:00:00,14:00:00,N,N,N,N,N,Y
1307,12/05/2023,,24/06/2023,17:00:00,22:00:00,N,N,N,N,Y,N
1307,12/05/2023,,24/06/2023,17:00:00,22:00:00,N,N,N,N,Y,N
1307,22/04/2023,,22/04/2023,9:00:00,14:00:00,N,N,N,N,N,Y
1307,21/04/2023,,21/04/2023,17:00:00,22:00:00,N,N,N,N,Y,N
1307,12/05/2023,,24/06/2023,9:00:00,14:00:00,N,N,N,N,N,Y
1307,12/05/2023,,24/06/2023,9:00:00,14:00:00,N,N,N,N,N,Y
1306,03/03/2023,,25/03/2023,9:00:00,14:00:00,N,N,N,N,N,Y
1306,03/03/2023,,25/03/2023,17:00:00,22:00:00,N,N,N,N,Y,N
1306,03/03/2023,,25/03/2023,9:00:00,14:00:00,N,N,N,N,N,Y
1305,17/02/2023,,17/02/2023,17:00:00,22:00:00,N,N,N,N,Y,N
1305,17/02/2023,,18/02/2023,9:00:00,14:00:00,N,N,N,N,N,Y
1304,10/02/2023,,10/02/2023,17:00:00,22:00:00,N,N,N,N,Y,N
1304,11/02/2023,,11/02/2023,9:00:00,14:00:00,N,N,N,N,N,Y
1584,29/05/2023,,29/05/2023,19:00:00,21:30:00,Y,N,N,N,N,N
1584,17/05/2023,,17/05/2023,19:00:00,21:30:00,N,N,Y,N,N,N
1584,22/05/2023,,22/05/2023,19:00:00,21:30:00,Y,N,N,N,N,N
1584,31/05/2023,,31/05/2023,19:00:00,21:30:00,N,N,Y,N,N,N
1584,24/05/2023,,24/05/2023,19:00:00,21:30:00,N,N,Y,N,N,N
1579,24/05/2023,,24/05/2023,19:00:00,21:30:00,N,N,Y,N,N,N
1579,17/05/2023,,17/05/2023,19:00:00,21:30:00,N,N,Y,N,N,N
1579,29/05/2023,,29/05/2023,19:00:00,21:30:00,Y,N,N,N,N,N
1579,22/05/2023,,22/05/2023,19:00:00,21:30:00,Y,N,N,N,N,N
1579,31/05/2023,,31/05/2023,19:00:00,21:30:00,N,N,Y,N,N,N
1581,08/05/2023,,08/05/2023,19:00:00,21:30:00,Y,N,N,N,N,N
1581,08/03/2023,,08/03/2023,19:00:00,21:30:00,N,N,Y,N,N,N
1581,20/03/2023,,20/03/2023,19:00:00,21:30:00,Y,N,N,N,N,N
1581,15/03/2023,,15/03/2023,19:00:00,21:30:00,N,N,Y,N,N,N
1581,27/03/2023,,27/03/2023,19:00:00,21:30:00,Y,N,N,N,N,N
1581,29/03/2023,,29/03/2023,19:00:00,21:30:00,N,N,Y,N,N,N
1581,24/04/2023,,24/04/2023,19:00:00,21:30:00,Y,N,N,N,N,N
1581,13/03/2023,,13/03/2023,19:00:00,21:30:00,Y,N,N,N,N,N
1581,19/04/2023,,19/04/2023,19:00:00,21:30:00,N,N,Y,N,N,N
1581,03/05/2023,,03/05/2023,19:00:00,21:30:00,N,N,Y,N,N,N
