nombre_modulo,programa,no_clase,salon,fecha_inicio,fecha_fin,dia,hora_inicio,hora_fin
Análisis de Grandes Volúmenes,Especialidad en Robótica y Manufactura,1534,V_LAB_COM1,2023-03-25,2023-05-20,Sábado,11:00:00 ,14:00:00 
Análisis de Grandes Volúmenes,Especialidad en Simuladores Gráficos,1535,V_LAB_COM1,2023-03-25,2023-05-20,Sábado,11:00:00 ,14:00:00 
Diseño y venta de propuestas,Maestría en Ciencia de Datos,1536,C 01,2023-03-25,2023-05-20,Sábado,11:00:00 ,14:00:00 
Diseño y venta de propuestas,Especialidad en Ingeniería y Gestión Ambiental,1538,C 01,2023-03-25,2023-05-20,Sábado,11:00:00 ,14:00:00 
Diseño y venta de propuestas,Especialidad en Dirección de Operaciones,1537,C 01,2023-03-25,2023-05-20,Sábado,11:00:00 ,14:00:00 
Diseño y venta de propuestas,Especialidad en Ingeniería y Gestión de Proyectos,1539,C 01,2023-03-25,2023-05-20,Sábado,11:00:00 ,14:00:00 
Diseño y venta de propuestas,Especialidad en Logística Internacional,1540,C 01,2023-03-25,2023-05-20,Sábado,11:00:00 ,14:00:00 
Diseño y venta de propuestas,Especialidad en Robótica y Manufactura,1541,C 01,2023-03-25,2023-05-20,Sábado,11:00:00 ,14:00:00 
Diseño y venta de propuestas,Especialidad en Simuladores Gráficos,1542,C 01,2023-03-25,2023-05-20,Sábado,11:00:00 ,14:00:00 
"Ejecución, control y cierre op",Maestría en Ingeniería,1544,C 02,2023-03-25,2023-06-03,Sábado,8:00:00 ,11:00:00 
"Ejecución, control y cierre op",Maestría en Ingeniería,1546,P 03,2023-03-25,2023-06-03,Sábado,8:00:00 ,11:00:00 
"Ejecución, control y cierre op",Especialidad en Ingeniería y Gestión de Proyectos,1543,C 02,2023-03-25,2023-06-03,Sábado,8:00:00 ,11:00:00 
"Ejecución, control y cierre op",Especialidad en Ingeniería y Gestión de Proyectos,1545,P 03,2023-03-25,2023-06-03,Sábado,8:00:00 ,11:00:00 
"Ejecución, medición y control",Maestría en Ingeniería y Gestión de la Cadena de Suministro,1549,C 01,2023-03-25,2023-06-03,Sábado,8:00:00 ,11:00:00 
"Ejecución, medición y control",Maestría en Ingeniería,1550,C 01,2023-03-25,2023-06-03,Sábado,8:00:00 ,11:00:00 
"Ejecución, medición y control",Especialidad en Dirección de Operaciones,1548,C 01,2023-03-25,2023-06-03,Sábado,8:00:00 ,11:00:00 
Grandes Datos,Maestría en Ciencia de Datos,1799,,2023-03-25,2023-05-20,Sábado,11:00:00 ,14:00:00 
Aprendizaje de Máquina I,Maestría en Ciencia de Datos,1794,BUSNS_LAB,2023-03-28,2023-06-13,Martes,19:00:00 ,22:00:00 
"Ejecución, control y cierre op",Maestría en Ingeniería,1552,V_LAB_COM2,2023-03-28,2023-06-13,Martes,19:00:00 ,22:00:00 
"Ejecución, control y cierre op",Especialidad en Ingeniería y Gestión de Proyectos,1551,V_LAB_COM2,2023-03-28,2023-06-13,Martes,19:00:00 ,22:00:00 
"Ejecución, medición y control",Maestría en Ingeniería y Gestión de la Cadena de Suministro,1554,R_31,2023-03-28,2023-06-13,Martes,19:00:00 ,22:00:00 
"Ejecución, medición y control",Maestría en Ingeniería,1555,R_31,2023-03-28,2023-06-13,Martes,19:00:00 ,22:00:00 
"Ejecución, medición y control",Especialidad en Dirección de Operaciones,1553,R_31,2023-03-28,2023-06-13,Martes,19:00:00 ,22:00:00 
Ética de Ciencia de Datos,Maestría en Ciencia de Datos,1800,R 34,2023-03-28,2023-06-13,Martes,19:00:00 ,22:00:00 
Optimización de la Cadena de S,Maestría en Ingeniería y Gestión de la Cadena de Suministro,1559,V_LAB_COM1,2023-03-28,2023-06-13,Martes,19:00:00 ,22:00:00 
Optimización de la Cadena de S,Maestría en Ingeniería,1558,V_LAB_COM1,2023-03-28,2023-06-13,Martes,19:00:00 ,22:00:00 
Optimización de la Cadena de S,Especialidad en Logística Internacional,1556,V_LAB_COM1,2023-03-28,2023-06-13,Martes,19:00:00 ,22:00:00 
